USD;15851.00
SGD;11776.00
AUD;10069.00
EUR;16674.00
GBP;20156.00
CAD;11124.00
CHF;17987.00
HKD;2019.00
JPY;103.24
SAR;4199.00
MYR;3575.00
THB;468.34
NZD;9158.00
